0.0,	0.5, 0.500398942213911, 0.5007978840288801, 0.5011968250459664, 0.5015957648662317, 0.5019947030907408, 0.5023936393205641, 0.5027925731567773, 0.5031915042004638, 0.5035904320527148, 0.5039893563146316, 0.5043882765873261, 0.504787192471922, 0.5051861035695566, 0.5055850094813812, 0.5059839098085622, 0.506382804152284, 0.5067816921137476, 0.5071805732941743, 0.5075794472948049, 0.507978313716902, 0.5083771721617512, 0.5087760222306617, 0.509174863524968, 0.5095736956460306, 0.5099725181952381, 0.5103713307740072, 0.510770132983785, 0.5111689244260496, 0.5115677047023107, 0.5119664734141126, 0.5123652301630337, 0.5127639745506881, 0.5131627061787274, 0.513561424648841, 0.5139601295627583, 0.5143588205222491, 0.5147574971291247, 0.51515615898524, 0.5155548056924939, 0.5159534368528308, 0.5163520520682414, 0.5167506509407646, 0.5171492330724881, 0.5175477980655498, 0.5179463455221391, 0.5183448750444979, 0.5187433862349218, 0.5191418786957614, 0.5195403520294237, 0.5199388058383725, 0.5203372397251306, 0.5207356532922804, 0.521134046142465, 0.5215324178783898, 0.5219307681028236, 0.5223290964185991, 0.5227274024286156, 0.5231256857358384, 0.5235239459433012, 0.5239221826541067, 0.5243203954714287, 0.5247185839985116, 0.525116747838673, 0.525514886595305, 0.5259129998718738, 0.5263110872719228, 0.5267091483990727, 0.5271071828570227, 0.5275051902495521, 0.5279031701805211, 0.5283011222538723, 0.5286990460736316, 0.5290969412439097, 0.529494807368903, 0.5298926440528948, 0.5302904509002566, 0.5306882275154494, 0.5310859735030247, 0.5314836884676253, 0.5318813720139874, 0.532279023746941, 0.5326766432714114, 0.5330742301924203, 0.5334717841150868, 0.5338693046446292, 0.5342667913863653, 0.5346642439457145, 0.535061661928198, 0.5354590449394407, 0.5358563925851721, 0.5362537044712277, 0.5366509802035495, 0.5370482193881883, 0.5374454216313038, 0.5378425865391663, 0.5382397137181578, 0.5386368027747734, 0.5390338533156217, 0.5394308649474266,
0.1,	0.539827837277029, 0.5402247699113865, 0.5406216624575755, 0.541018514522793, 0.5414153257143561, 0.5418120956397047, 0.5422088239064016, 0.5426055101221345, 0.5430021538947166, 0.543398754832088, 0.5437953125423167, 0.5441918266336002, 0.5445882967142657, 0.5449847223927724, 0.545381103277712, 0.5457774389778103, 0.5461737291019273, 0.5465699732590601, 0.5469661710583422, 0.5473623221090462, 0.5477584260205839, 0.548154482402508, 0.5485504908645131, 0.5489464510164368, 0.549342362468261, 0.5497382248301128, 0.5501340377122663, 0.5505298007251425, 0.5509255134793116, 0.5513211755854941, 0.5517167866545611, 0.5521123462975361, 0.5525078541255963, 0.5529033097500731, 0.5532987127824534, 0.5536940628343817, 0.5540893595176599, 0.5544846024442491, 0.554879791226271, 0.5552749254760083, 0.5556700048059064, 0.5560650288285746, 0.556459997156787, 0.5568549094034829, 0.5572497651817702, 0.5576445641049235, 0.558039305786388, 0.5584339898397789, 0.5588286158788827, 0.5592231835176594, 0.5596176923702426, 0.5600121420509407, 0.5604065321742387, 0.5608008623547989, 0.5611951322074614, 0.5615893413472469, 0.561983489389356, 0.5623775759491713, 0.5627716006422585, 0.5631655630843675, 0.5635594628914329, 0.563953299679576, 0.5643470730651057, 0.564740782664519, 0.565134428094503, 0.5655280089719352, 0.5659215249138854, 0.5663149755376162, 0.5667083604605846, 0.5671016793004425, 0.5674949316750384, 0.5678881172024185, 0.5682812355008273, 0.5686742861887089, 0.5690672688847087, 0.5694601832076737, 0.5698530287766541, 0.5702458052109042, 0.5706385121298834, 0.5710311491532579, 0.5714237159009008, 0.5718162119928942, 0.5722086370495298, 0.57260099069131, 0.572993272538949, 0.5733854822133744, 0.5737776193357274, 0.5741696835273642, 0.5745616744098581, 0.5749535916049988, 0.5753454347347955, 0.5757372034214758, 0.5761288972874891, 0.5765205159555054, 0.5769120590484184, 0.5773035261893452, 0.5776949170016281, 0.5780862311088356, 0.5784774681347633, 0.5788686277034347,
0.2,	0.5792597094391031, 0.5796507129662519, 0.5800416379095964, 0.5804324838940839, 0.5808232505448959, 0.5812139374874482, 0.5816045443473927, 0.5819950707506181, 0.5823855163232512, 0.5827758806916572, 0.5831661634824423, 0.5835563643224534, 0.5839464828387795, 0.584336518658753, 0.5847264714099512, 0.5851163407201958, 0.585506126217556, 0.5858958275303481, 0.586285444287137, 0.5866749761167374, 0.5870644226482147, 0.5874537835108861, 0.5878430583343217, 0.5882322467483456, 0.5886213483830365, 0.5890103628687297, 0.5893992898360171, 0.5897881289157487, 0.5901768797390341, 0.590565541937243, 0.5909541151420059, 0.5913425989852161, 0.5917309930990302, 0.5921192971158691, 0.592507510668419, 0.5928956333896329, 0.5932836649127313, 0.5936716048712027, 0.5940594528988059, 0.5944472086295701, 0.5948348716977959, 0.5952224417380569, 0.5956099183852002, 0.5959973012743479, 0.5963845900408977, 0.5967717843205244, 0.5971588837491801, 0.5975458879630962, 0.5979327965987837, 0.598319609293035, 0.5987063256829237, 0.5990929454058069, 0.5994794680993254, 0.5998658934014052, 0.6002522209502579, 0.6006384503843825, 0.6010245813425659, 0.6014106134638837, 0.6017965463877022, 0.602182379753678, 0.6025681132017605, 0.6029537463721915, 0.603339278905507, 0.6037247104425383, 0.6041100406244124, 0.604495269092554, 0.6048803954886851, 0.6052654194548273, 0.6056503406333017, 0.606035158666731, 0.6064198731980395, 0.6068044838704548, 0.6071889903275085, 0.6075733922130369, 0.6079576891711826, 0.6083418808463948, 0.6087259668834311, 0.6091099469273578, 0.609493820623551, 0.6098775876176978, 0.6102612475557972, 0.610644800084161, 0.6110282448494146, 0.6114115814984986, 0.611794809678669, 0.6121779290374987, 0.612560939222878, 0.6129438398830165, 0.6133266306664427, 0.613709311222006, 0.6140918811988774, 0.6144743402465502, 0.6148566880148414, 0.6152389241538921, 0.6156210483141692, 0.6160030601464654, 0.6163849593019013, 0.6167667454319252, 0.6171484181883147, 0.6175299772231775,
0.3,	0.6179114221889526, 0.618292752738411, 0.6186739685246561, 0.6190550692011259, 0.6194360544215927, 0.6198169238401651, 0.6201976771112878, 0.6205783138897435, 0.6209588338306534, 0.6213392365894783, 0.6217195218220193, 0.6220996891844188, 0.6224797383331615, 0.6228596689250756, 0.6232394806173333, 0.6236191730674514, 0.6239987459332931, 0.6243781988730688, 0.6247575315453356, 0.6251367436090007, 0.6255158347233201, 0.6258948045479003, 0.6262736527426995, 0.6266523789680283, 0.6270309828845505, 0.6274094641532839, 0.6277878224356017, 0.6281660573932327, 0.6285441686882629, 0.6289221559831357, 0.6293000189406535, 0.629677757223978, 0.6300553704966316, 0.630432858422498, 0.6308102206658226, 0.6311874568912148, 0.6315645667636471, 0.6319415499484577, 0.63231840611135, 0.6326951349183942, 0.6330717360360281, 0.6334482091310576, 0.6338245538706582, 0.6342007699223757, 0.6345768569541262, 0.6349528146341983, 0.6353286426312533, 0.6357043406143259, 0.6360799082528252, 0.636455345216536, 0.6368306511756191, 0.6372058258006121, 0.6375808687624309, 0.6379557797323703, 0.6383305583821042, 0.6387052043836872, 0.6390797174095552, 0.6394540971325265, 0.6398283432258021, 0.6402024553629672, 0.6405764332179912, 0.6409502764652295, 0.6413239847794237, 0.6416975578357027, 0.6420709953095829, 0.6424442968769707, 0.6428174622141613, 0.6431904909978405, 0.6435633829050861, 0.6439361376133672, 0.6443087548005466, 0.6446812341448809, 0.6450535753250211, 0.6454257780200134, 0.6457978419093011, 0.6461697666727237, 0.6465415519905195, 0.6469131975433249, 0.6472847030121762, 0.6476560680785095, 0.6480272924241628, 0.6483983757313755, 0.6487693176827898, 0.6491401179614518, 0.6495107762508114, 0.6498812922347244, 0.6502516655974515, 0.6506218960236613, 0.650991983198429, 0.6513619268072384, 0.6517317265359823, 0.6521013820709638, 0.6524708930988962, 0.6528402593069041, 0.6532094803825248, 0.6535785560137084, 0.6539474858888183, 0.6543162696966331, 0.6546849071263466, 0.655053397867568,
0.4,	0.6554217416103243, 0.655789938045059, 0.656157986862635, 0.656525887754334, 0.6568936404118569, 0.6572612445273263, 0.6576286997932852, 0.6579960059026995, 0.6583631625489574, 0.6587301694258714, 0.6590970262276774, 0.6594637326490373, 0.6598302883850388, 0.6601966931311956, 0.660562946583449, 0.6609290484381688, 0.6612949983921532, 0.6616607961426297, 0.662026441387257, 0.6623919338241235, 0.6627572731517506, 0.6631224590690912, 0.6634874912755317, 0.6638523694708927, 0.6642170933554288, 0.6645816626298304, 0.664946076995224, 0.6653103361531723, 0.6656744398056758, 0.6660383876551734, 0.6664021794045424, 0.6667658147570998, 0.6671292934166032, 0.6674926150872508, 0.6678557794736826, 0.668218786280981, 0.6685816352146713, 0.6689443259807226, 0.6693068582855489, 0.6696692318360087, 0.6700314463394064, 0.670393501503493, 0.6707553970364669, 0.6711171326469739, 0.6714787080441088, 0.6718401229374151, 0.6722013770368868, 0.6725624700529677, 0.6729234016965532, 0.6732841716789908, 0.6736447797120799, 0.674005225508074, 0.6743655087796796, 0.6747256292400579, 0.6750855866028258, 0.6754453805820555, 0.6758050108922757, 0.6761644772484725, 0.6765237793660897, 0.6768829169610292, 0.6772418897496524, 0.67760069744878, 0.6779593397756932, 0.6783178164481345, 0.6786761271843074, 0.679034271702878, 0.6793922497229753, 0.6797500609641917, 0.6801077051465835, 0.6804651819906721, 0.6808224912174443, 0.6811796325483523, 0.6815366057053156, 0.6818934104107206, 0.6822500463874216, 0.682606513358741, 0.6829628110484707, 0.683318939180872, 0.6836748974806768, 0.6840306856730872, 0.6843863034837774, 0.6847417506388933, 0.6850970268650536, 0.68545213188935, 0.6858070654393483, 0.6861618272430888, 0.6865164170290864, 0.686870834526332, 0.6872250794642923, 0.6875791515729112, 0.6879330505826095, 0.6882867762242861, 0.6886403282293184, 0.6889937063295628, 0.6893469102573553, 0.6896999397455121, 0.6900527945273305, 0.6904054743365882, 0.6907579789075458, 0.6911103079749455,
0.5,	0.691462461274013, 0.6918144385404577, 0.6921662395104724, 0.6925178639207352, 0.6928693115084089, 0.6932205820111423, 0.6935716751670706, 0.6939225907148153, 0.6942733283934859, 0.694623887942679, 0.6949742691024807, 0.6953244716134649, 0.6956744952166957, 0.6960243396537271, 0.6963740046666036, 0.6967234899978605, 0.6970727953905249, 0.697421920588116, 0.6977708653346457, 0.6981196293746188, 0.6984682124530339, 0.6988166143153833, 0.6991648347076549, 0.6995128733763307, 0.699860730068389, 0.7002084045313042, 0.7005558965130468, 0.7009032057620854, 0.7012503320273853, 0.7015972750584105, 0.7019440346051236, 0.702290610417986, 0.7026370022479587, 0.7029832098465033, 0.7033292329655813, 0.7036750713576556, 0.7040207247756906, 0.7043661929731524, 0.7047114757040099, 0.7050565727227348, 0.705401483784302, 0.7057462086441905, 0.7060907470583833, 0.7064350987833685, 0.7067792635761396, 0.7071232411941949, 0.7074670313955398, 0.7078106339386856, 0.7081540485826512, 0.7084972750869626, 0.7088403132116536, 0.7091831627172669, 0.7095258233648534, 0.7098682949159736, 0.7102105771326978, 0.7105526697776057, 0.7108945726137885, 0.7112362854048475, 0.711577807914896, 0.7119191399085588, 0.7122602811509731, 0.7126012314077882, 0.7129419904451675, 0.7132825580297868, 0.7136229339288367, 0.7139631179100213, 0.71430310974156, 0.7146429091921871, 0.7149825160311523, 0.7153219300282211, 0.7156611509536759, 0.7160001785783151, 0.716339012673455, 0.7166776530109283, 0.7170160993630867, 0.7173543515027994, 0.7176924092034545, 0.7180302722389592, 0.7183679403837401, 0.7187054134127434, 0.7190426911014356, 0.7193797732258038, 0.7197166595623561, 0.7200533498881214, 0.7203898439806509, 0.720726141618017, 0.7210622425788151, 0.7213981466421633, 0.7217338535877024, 0.7220693631955969, 0.7224046752465351, 0.7227397895217293, 0.7230747058029163, 0.723409423872358, 0.7237439435128408, 0.7240782645076774, 0.724412386640706, 0.7247463096962907, 0.7250800334593228, 0.7254135577152196,
0.6,	0.7257468822499265, 0.7260800068499155, 0.7264129313021868, 0.7267456553942692, 0.7270781789142193, 0.7274105016506229, 0.7277426233925945, 0.7280745439297787, 0.7284062630523489, 0.7287377805510094, 0.7290690962169943, 0.7294002098420684, 0.7297311212185278, 0.7300618301391995, 0.730392336397442, 0.730722639787146, 0.7310527401027338, 0.7313826371391606, 0.731712330691914, 0.7320418205570149, 0.732371106531017, 0.7327001884110078, 0.7330290659946088, 0.7333577390799755, 0.7336862074657975, 0.7340144709512995, 0.7343425293362407, 0.7346703824209156, 0.7349980300061544, 0.7353254718933228, 0.7356527078843225, 0.7359797377815913, 0.7363065613881037, 0.7366331785073708, 0.7369595889434409, 0.7372857925008991, 0.7376117889848683, 0.7379375782010094, 0.7382631599555205, 0.7385885340551384, 0.7389137003071384, 0.7392386585193342, 0.7395634085000788, 0.7398879500582639, 0.7402122830033209, 0.7405364071452203, 0.740860322294473, 0.7411840282621296, 0.7415075248597813, 0.7418308118995591, 0.7421538891941353, 0.7424767565567227, 0.7427994138010756, 0.7431218607414892, 0.7434440971928002, 0.7437661229703878, 0.744087937890172, 0.7444095417686155, 0.7447309344227232, 0.7450521156700427, 0.7453730853286638, 0.7456938432172198, 0.7460143891548866, 0.7463347229613835, 0.7466548444569732, 0.7469747534624621, 0.7472944497992002, 0.7476139332890817, 0.7479332037545448, 0.7482522610185718, 0.7485711049046899, 0.7488897352369706, 0.7492081518400302, 0.7495263545390305, 0.7498443431596773, 0.7501621175282229, 0.7504796774714643, 0.7507970228167442, 0.7511141533919511, 0.7514310690255195, 0.7517477695464294, 0.7520642547842078, 0.7523805245689271, 0.752696578731207, 0.753012417102213, 0.7533280395136579, 0.7536434457978011, 0.7539586357874488, 0.7542736093159546, 0.7545883662172193, 0.7549029063256906, 0.7552172294763642, 0.755531335504783, 0.7558452242470381, 0.756158895539768, 0.7564723492201589, 0.7567855851259457, 0.7570986030954108, 0.7574114029673851, 0.7577239845812479,
0.7,	0.758036347776927, 0.7583484923948983, 0.7586604182761869, 0.7589721252623662, 0.7592836131955586, 0.7595948819184354, 0.7599059312742169, 0.7602167611066722, 0.76052737126012, 0.7608377615794281, 0.7611479319100132, 0.7614578820978419, 0.7617676119894301, 0.7620771214318429, 0.7623864102726956, 0.7626954783601526, 0.7630043255429283, 0.7633129516702868, 0.7636213565920422, 0.7639295401585583, 0.7642375022207488, 0.7645452426300776, 0.7648527612385585, 0.7651600578987557, 0.7654671324637831, 0.7657739847873051, 0.7660806147235362, 0.7663870221272411, 0.7666932068537351, 0.7669991687588836, 0.7673049076991025, 0.7676104235313579, 0.7679157161131664, 0.7682207853025954, 0.7685256309582622, 0.768830252939335, 0.7691346511055325, 0.7694388253171237, 0.7697427754349283, 0.7700465013203166, 0.7703500028352094, 0.770653279842078, 0.7709563322039447, 0.7712591597843816, 0.7715617624475124, 0.7718641400580103, 0.7721662924810999, 0.7724682195825562, 0.7727699212287045, 0.7730713972864207, 0.7733726476231317, 0.7736736721068146, 0.7739744706059967, 0.7742750429897562, 0.7745753891277221, 0.774875508890073, 0.7751754021475386, 0.7754750687713987, 0.7757745086334836, 0.7760737216061739, 0.7763727075624005, 0.7766714663756445, 0.7769699979199375, 0.7772683020698609, 0.7775663787005465, 0.7778642276876762, 0.7781618489074816, 0.778459242236745, 0.7787564075527982, 0.7790533447335227, 0.7793500536573503, 0.7796465342032624, 0.7799427862507902, 0.7802388096800141, 0.7805346043715651, 0.7808301702066225, 0.7811255070669162, 0.7814206148347247, 0.7817154933928763, 0.782010142624748, 0.7823045624142668, 0.7825987526459081, 0.7828927132046966, 0.7831864439762056, 0.7834799448465579, 0.7837732157024244, 0.784066256431025, 0.7843590669201281, 0.7846516470580506, 0.7849439967336577, 0.7852361158363628, 0.7855280042561279, 0.7858196618834625, 0.7861110886094246, 0.7864022843256198, 0.7866932489242012, 0.7869839822978703, 0.7872744843398753, 0.7875647549440125, 0.787854794004625,
0.8,	0.7881446014166034, 0.788434177075385, 0.7887235208769545, 0.7890126327178432, 0.7893015124951289, 0.7895901601064363, 0.7898785754499363, 0.7901667584243461, 0.7904547089289292, 0.7907424268634948, 0.7910299121283983, 0.7913171646245408, 0.7916041842533688, 0.7918909709168742, 0.7921775245175946, 0.7924638449586122, 0.7927499321435546, 0.7930357859765942, 0.7933214063624476, 0.7936067932063766, 0.7938919464141869, 0.7941768658922286, 0.7944615515473957, 0.7947460032871262, 0.7950302210194018, 0.7953142046527474, 0.7955979540962316, 0.7958814692594661, 0.7961647500526055, 0.7964477963863472, 0.7967306081719315, 0.797013185321141, 0.7972955277463003, 0.7975776353602765, 0.7978595080764783, 0.7981411458088563, 0.7984225484719023, 0.7987037159806498, 0.7989846482506734, 0.7992653451980882, 0.7995458067395503, 0.7998260327922564, 0.8001060232739432, 0.8003857781028878, 0.8006652971979071, 0.8009445804783577, 0.8012236278641354, 0.8015024392756755, 0.8017810146339525, 0.8020593538604792, 0.8023374568773076, 0.8026153236070276, 0.8028929539727675, 0.8031703478981933, 0.803447505307509, 0.8037244261254556, 0.8040011102773118, 0.8042775576888931, 0.8045537682865516, 0.804829741997176, 0.8051054787481917, 0.8053809784675593, 0.805656241083776, 0.8059312665258738, 0.8062060547234208, 0.8064806056065195, 0.8067549191058072, 0.8070289951524563, 0.8073028336781729, 0.8075764346151972, 0.8078497978963037, 0.8081229234547999, 0.8083958112245263, 0.8086684611398569, 0.8089408731356984, 0.8092130471474893, 0.8094849831112012, 0.8097566809633365, 0.8100281406409304, 0.8102993620815485, 0.810570345223288, 0.8108410900047762, 0.8111115963651718, 0.8113818642441633, 0.8116518935819689, 0.8119216843193366, 0.812191236397544, 0.8124605497583974, 0.8127296243442319, 0.8129984600979113, 0.8132670569628273, 0.8135354148828998, 0.8138035338025759, 0.81407141366683, 0.8143390544211639, 0.8146064560116055, 0.8148736183847092, 0.8151405414875557, 0.8154072252677511, 0.8156736696734271,
0.9,	0.8159398746532405, 0.8162058401563727, 0.8164715661325295, 0.8167370525319412, 0.8170022993053616, 0.8172673064040681, 0.8175320737798613, 0.8177966013850644, 0.8180608891725233, 0.8183249370956062, 0.8185887451082028, 0.8188523131647245, 0.8191156412201037, 0.819378729229794, 0.8196415771497692, 0.8199041849365231, 0.8201665525470694, 0.8204286799389415, 0.8206905670701915, 0.8209522138993907, 0.8212136203856283, 0.8214747864885119, 0.8217357121681667, 0.8219963973852351, 0.8222568421008768, 0.8225170462767677, 0.8227770098751003, 0.8230367328585826, 0.8232962151904387, 0.8235554568344072, 0.8238144577547422, 0.8240732179162112, 0.824331737284097, 0.8245900158241952, 0.8248480535028149, 0.8251058502867781, 0.8253634061434194, 0.8256207210405857, 0.8258777949466354, 0.8261346278304382, 0.8263912196613755, 0.8266475704093383, 0.8269036800447289, 0.8271595485384584, 0.8274151758619481, 0.8276705619871281, 0.8279257068864371, 0.8281806105328221, 0.8284352728997378, 0.8286896939611468, 0.8289438736915182, 0.8291978120658282, 0.829451509059559, 0.8297049646486987, 0.8299581788097409, 0.8302111515196839, 0.8304638827560311, 0.8307163724967899, 0.8309686207204712, 0.8312206274060894, 0.8314723925331622, 0.8317239160817094, 0.831975198032253, 0.8322262383658166, 0.8324770370639253, 0.832727594108605, 0.8329779094823815, 0.8332279831682812, 0.8334778151498295, 0.8337274054110515, 0.8339767539364704, 0.8342258607111079, 0.8344747257204833, 0.8347233489506136, 0.8349717303880123, 0.8352198700196897, 0.8354677678331518, 0.8357154238164004, 0.8359628379579327, 0.8362100102467398, 0.8364569406723077, 0.8367036292246159, 0.8369500758941375, 0.837196280671838, 0.8374422435491757, 0.8376879645181008, 0.8379334435710547, 0.8381786807009703, 0.8384236759012708, 0.8386684291658693, 0.8389129404891691, 0.8391572098660622, 0.8394012372919295, 0.8396450227626401, 0.8398885662745509, 0.840131867824506, 0.8403749274098364, 0.8406177450283595, 0.8408603206783783, 0.8411026543586817,
